"","Date","Rides","WND","DEW","VIS","TMP","Members","Holiday","Day","Weekend"
"1300",2011-02-24 03:00:00,2,"999,9,C,0000,5","-0067,5","016093,5,N,5","+0028,5",2,0,"Thu",0
"1301",2011-02-24 04:00:00,0,"140,5,N,0015,5","-0061,5","016093,5,N,5","+0022,5",0,0,"Thu",0
"1302",2011-02-24 05:00:00,4,"150,5,N,0015,5","-0056,5","016093,5,N,5","+0017,5",3,0,"Thu",0
"1303",2011-02-24 06:00:00,58,"140,5,N,0015,5","-0050,5","016093,5,N,5","+0017,5",58,0,"Thu",0
"1304",2011-02-24 07:00:00,103,"160,5,N,0015,5","-0050,5","016093,5,N,5","+0011,5",103,0,"Thu",0
"1305",2011-02-24 08:00:00,247,"150,5,N,0026,5","-0050,5","016093,5,N,5","+0006,5",239,0,"Thu",0
"1306",2011-02-24 09:00:00,134,"150,5,N,0026,5","-0050,5","016093,5,N,5","+0000,5",130,0,"Thu",0
"1307",2011-02-24 10:00:00,55,"180,5,N,0026,5","-0039,5","016093,5,N,5","+0006,5",47,0,"Thu",0
"1308",2011-02-24 11:00:00,79,"190,5,N,0036,5","-0039,5","016093,5,N,5","+0006,5",71,0,"Thu",0
"1309",2011-02-24 12:00:00,95,"180,5,N,0036,5","-0033,5","016093,5,N,5","+0011,5",85,0,"Thu",0
"1310",2011-02-24 13:00:00,88,"170,5,N,0046,5","-0028,5","016093,5,N,5","+0017,5",72,0,"Thu",0
"1311",2011-02-24 14:00:00,69,"180,5,N,0041,5","-0020,5","016093,5,N,5","+0030,5",67,0,"Thu",0
"1312",2011-02-24 15:00:00,62,"180,5,N,0051,5","-0006,5","016093,5,N,5","+0044,5",57,0,"Thu",0
"1313",2011-02-24 16:00:00,71,"190,5,N,0072,5","-0006,5","016093,5,N,5","+0072,5",67,0,"Thu",0
"1314",2011-02-24 17:00:00,176,"200,5,N,0067,5","+0000,5","016093,5,N,5","+0094,5",167,0,"Thu",0
"1315",2011-02-24 18:00:00,135,"190,5,N,0057,5","+0006,5","016093,5,N,5","+0100,5",130,0,"Thu",0
"1316",2011-02-24 19:00:00,113,"170,5,N,0057,5","+0011,5","016093,5,N,5","+0106,5",110,0,"Thu",0
"1317",2011-02-24 20:00:00,87,"200,5,N,0082,5","+0011,5","016093,5,N,5","+0117,5",85,0,"Thu",0
"1318",2011-02-24 21:00:00,82,"210,5,N,0072,5","+0020,5","016093,5,N,5","+0110,5",75,0,"Thu",0
"1319",2011-02-24 22:00:00,54,"200,5,N,0036,5","+0033,5","016093,5,N,5","+0094,5",49,0,"Thu",0
"1320",2011-02-24 23:00:00,50,"190,5,N,0067,5","+0056,5","016093,5,N,5","+0089,5",47,0,"Thu",0
"1321",2011-02-25 00:00:00,9,"190,5,N,0077,5","+0060,5","016093,5,N,5","+0080,5",8,0,"Fri",0
"1322",2011-02-25 01:00:00,10,"180,5,N,0057,5","+0070,5","016093,5,N,5","+0080,5",9,0,"Fri",0
"1323",2011-02-25 02:00:00,3,"200,5,N,0062,5","+0061,5","016093,5,N,5","+0083,5",3,0,"Fri",0
"1324",2011-02-25 03:00:00,2,"190,5,N,0051,5","+0061,5","014484,5,N,5","+0083,5",1,0,"Fri",0
"1325",2011-02-25 04:00:00,0,"180,5,N,0041,5","+0061,5","012875,5,N,5","+0072,5",0,0,"Fri",0
"1326",2011-02-25 05:00:00,6,"180,5,N,0036,5","+0060,5","012875,5,N,5","+0070,5",5,0,"Fri",0
"1327",2011-02-25 06:00:00,11,"999,9,C,0000,5","+0070,5","009656,5,N,5","+0070,5",11,0,"Fri",0
"1328",2011-02-25 07:00:00,35,"999,9,C,0000,5","+0061,5","008047,5,N,5","+0072,5",34,0,"Fri",0
"1329",2011-02-25 08:00:00,73,"110,5,N,0015,5","+0060,5","008047,5,N,5","+0080,5",70,0,"Fri",0
"1330",2011-02-25 09:00:00,114,"170,5,N,0036,5","+0060,5","008047,5,N,5","+0080,5",111,0,"Fri",0
"1331",2011-02-25 10:00:00,49,"170,5,N,0026,5","+0060,5","004828,5,N,5","+0080,5",42,0,"Fri",0
"1332",2011-02-25 11:00:00,59,"200,5,N,0021,5","+0070,5","004023,5,N,5","+0080,5",50,0,"Fri",0
"1333",2011-02-25 12:00:00,113,"250,5,N,0026,5","+0070,5","004828,5,N,5","+0080,5",94,0,"Fri",0
"1334",2011-02-25 13:00:00,81,"200,5,N,0026,5","+0080,5","002816,5,N,5","+0080,5",75,0,"Fri",0
"1335",2011-02-25 14:00:00,83,"200,5,N,0036,5","+0080,5","003219,5,N,5","+0090,5",68,0,"Fri",0
"1336",2011-02-25 15:00:00,54,"210,5,N,0062,5","+0090,5","011265,5,N,5","+0100,5",49,0,"Fri",0
"1337",2011-02-25 16:00:00,100,"210,5,N,0077,5","+0117,5","016093,5,N,5","+0144,5",89,0,"Fri",0
"1338",2011-02-25 17:00:00,188,"210,5,N,0082,5","+0130,5","016093,5,N,5","+0170,5",180,0,"Fri",0
"1339",2011-02-25 18:00:00,157,"250,5,N,0088,5","+0100,5","016093,5,N,5","+0180,5",150,0,"Fri",0
"1340",2011-02-25 19:00:00,88,"260,5,N,0103,5","+0110,5","016093,5,N,5","+0160,5",84,0,"Fri",0
"1341",2011-02-25 20:00:00,62,"290,5,N,0134,5","+0040,5","016093,5,N,5","+0160,5",60,0,"Fri",0
"1342",2011-02-25 21:00:00,60,"290,5,N,0165,5","-0033,5","016093,5,N,5","+0078,5",53,0,"Fri",0
"1343",2011-02-25 22:00:00,50,"300,5,N,0088,5","-0030,5","016093,5,N,5","+0070,5",43,0,"Fri",0
"1344",2011-02-25 23:00:00,38,"300,5,N,0093,5","-0033,5","016093,5,N,5","+0067,5",36,0,"Fri",0
"1345",2011-02-26 00:00:00,28,"320,5,N,0082,5","-0033,5","016093,5,N,5","+0061,5",25,0,"Sat",1
"1346",2011-02-26 01:00:00,27,"320,5,N,0113,5","-0039,5","016093,5,N,5","+0056,5",25,0,"Sat",1
"1347",2011-02-26 02:00:00,12,"320,5,N,0072,5","-0050,5","016093,5,N,5","+0050,5",9,0,"Sat",1
"1348",2011-02-26 03:00:00,8,"320,5,N,0082,5","-0056,5","016093,5,N,5","+0044,5",7,0,"Sat",1
"1349",2011-02-26 04:00:00,2,"310,5,N,0062,5","-0056,5","016093,5,N,5","+0039,5",1,0,"Sat",1
"1350",2011-02-26 05:00:00,10,"330,5,N,0036,5","-0056,5","016093,5,N,5","+0033,5",9,0,"Sat",1
"1351",2011-02-26 06:00:00,7,"330,5,N,0057,5","-0056,5","016093,5,N,5","+0028,5",6,0,"Sat",1
"1352",2011-02-26 07:00:00,22,"340,5,N,0067,5","-0050,5","016093,5,N,5","+0022,5",21,0,"Sat",1
"1353",2011-02-26 08:00:00,56,"310,5,N,0026,5","-0056,5","016093,5,N,5","+0022,5",54,0,"Sat",1
"1354",2011-02-26 09:00:00,73,"200,5,N,0015,5","-0050,5","016093,5,N,5","+0022,5",64,0,"Sat",1
"1355",2011-02-26 10:00:00,84,"240,5,N,0021,5","-0044,5","016093,5,N,5","+0022,5",70,0,"Sat",1
"1356",2011-02-26 11:00:00,125,"999,9,N,0000,1","-0050,5","016093,5,N,5","+0022,5",99,0,"Sat",1
"1357",2011-02-26 12:00:00,160,"350,5,N,0015,5","-0050,5","016093,5,N,5","+0022,5",115,0,"Sat",1
"1358",2011-02-26 13:00:00,171,"999,9,C,0000,5","-0044,5","016093,5,N,5","+0033,5",133,0,"Sat",1
"1359",2011-02-26 14:00:00,208,"010,5,N,0031,5","-0044,5","016093,5,N,5","+0044,5",151,0,"Sat",1
"1360",2011-02-26 15:00:00,163,"010,5,N,0026,5","-0044,5","016093,5,N,5","+0056,5",123,0,"Sat",1
"1361",2011-02-26 16:00:00,169,"999,9,C,0000,5","-0050,5","016093,5,N,5","+0056,5",128,0,"Sat",1
"1362",2011-02-26 17:00:00,178,"160,5,N,0031,5","-0039,5","016093,5,N,5","+0067,5",125,0,"Sat",1
"1363",2011-02-26 18:00:00,137,"190,5,N,0046,5","-0039,5","016093,5,N,5","+0078,5",111,0,"Sat",1
"1364",2011-02-26 19:00:00,92,"190,5,N,0062,5","-0056,5","016093,5,N,5","+0083,5",62,0,"Sat",1
"1365",2011-02-26 20:00:00,67,"180,5,N,0051,5","-0039,5","016093,5,N,5","+0089,5",59,0,"Sat",1
"1366",2011-02-26 21:00:00,67,"180,5,N,0051,5","-0022,5","016093,5,N,5","+0094,5",58,0,"Sat",1
"1367",2011-02-26 22:00:00,44,"180,5,N,0041,5","-0033,5","016093,5,N,5","+0089,5",36,0,"Sat",1
"1368",2011-02-26 23:00:00,33,"170,5,N,0036,5","-0028,5","016093,5,N,5","+0083,5",28,0,"Sat",1
"1369",2011-02-27 00:00:00,34,"130,5,N,0046,5","-0028,5","016093,5,N,5","+0072,5",26,0,"Sun",1
"1370",2011-02-27 01:00:00,37,"150,5,N,0031,5","-0017,5","016093,5,N,5","+0056,5",30,0,"Sun",1
"1371",2011-02-27 02:00:00,22,"160,5,N,0046,5","-0006,5","016093,5,N,5","+0050,5",20,0,"Sun",1
"1372",2011-02-27 03:00:00,11,"170,5,N,0041,5","+0006,5","016093,5,N,5","+0050,5",8,0,"Sun",1
"1373",2011-02-27 04:00:00,2,"190,5,N,0051,5","+0011,5","016093,5,N,5","+0050,5",2,0,"Sun",1
"1374",2011-02-27 05:00:00,0,"180,5,N,0051,5","+0017,5","016093,5,N,5","+0044,5",0,0,"Sun",1
"1375",2011-02-27 06:00:00,3,"200,5,N,0036,5","+0022,5","016093,5,N,5","+0044,5",1,0,"Sun",1
"1376",2011-02-27 07:00:00,14,"200,5,N,0026,5","+0017,5","016093,5,N,5","+0039,5",8,0,"Sun",1
"1377",2011-02-27 08:00:00,35,"260,5,N,0015,5","+0017,5","016093,5,N,5","+0044,5",26,0,"Sun",1
"1378",2011-02-27 09:00:00,59,"350,5,N,0026,5","+0006,5","016093,5,N,5","+0028,5",42,0,"Sun",1
"1379",2011-02-27 10:00:00,103,"999,9,C,0000,5","+0017,5","016093,5,N,5","+0044,5",78,0,"Sun",1
"1380",2011-02-27 11:00:00,122,"999,9,C,0000,5","+0011,5","016093,5,N,5","+0033,5",89,0,"Sun",1
"1381",2011-02-27 12:00:00,191,"200,5,N,0026,5","+0011,5","016093,5,N,5","+0028,5",130,0,"Sun",1
"1382",2011-02-27 13:00:00,257,"999,9,C,0000,5","+0022,5","016093,5,N,5","+0039,5",167,0,"Sun",1
"1383",2011-02-27 14:00:00,276,"170,5,N,0015,5","+0028,5","016093,5,N,5","+0050,5",171,0,"Sun",1
"1384",2011-02-27 15:00:00,258,"180,5,N,0031,5","+0028,5","016093,5,N,5","+0061,5",160,0,"Sun",1
"1385",2011-02-27 16:00:00,268,"180,5,N,0026,5","+0017,5","016093,5,N,5","+0089,5",170,0,"Sun",1
"1386",2011-02-27 17:00:00,184,"150,5,N,0015,5","+0017,5","016093,5,N,5","+0106,5",118,0,"Sun",1
"1387",2011-02-27 18:00:00,124,"999,9,C,0000,5","+0011,5","016093,5,N,5","+0117,5",100,0,"Sun",1
"1388",2011-02-27 19:00:00,100,"120,5,N,0015,5","+0022,5","016093,5,N,5","+0133,5",84,0,"Sun",1
"1389",2011-02-27 20:00:00,80,"190,5,N,0026,5","+0022,5","016093,5,N,5","+0144,5",71,0,"Sun",1
"1390",2011-02-27 21:00:00,64,"190,5,N,0031,5","+0028,5","016093,5,N,5","+0150,5",56,0,"Sun",1
"1391",2011-02-27 22:00:00,69,"120,5,N,0036,5","+0033,5","016093,5,N,5","+0117,5",67,0,"Sun",1
"1392",2011-02-27 23:00:00,59,"130,5,N,0036,5","+0017,5","016093,5,N,5","+0111,5",53,0,"Sun",1
"1393",2011-02-28 00:00:00,29,"110,5,N,0026,5","+0017,5","016093,5,N,5","+0106,5",24,0,"Mon",0
"1394",2011-02-28 01:00:00,8,"120,5,N,0015,5","+0017,5","016093,5,N,5","+0106,5",7,0,"Mon",0
"1395",2011-02-28 02:00:00,0,"150,5,N,0031,5","+0028,5","016093,5,N,5","+0100,5",0,0,"Mon",0
"1396",2011-02-28 03:00:00,1,"150,5,N,0021,5","+0028,5","016093,5,N,5","+0100,5",1,0,"Mon",0
"1397",2011-02-28 04:00:00,0,"130,5,N,0031,5","+0022,5","016093,5,N,5","+0094,5",0,0,"Mon",0
"1398",2011-02-28 05:00:00,5,"180,5,N,0021,5","+0033,5","016093,5,N,5","+0089,5",4,0,"Mon",0
"1399",2011-02-28 06:00:00,28,"320,5,N,0067,5","+0056,5","009656,5,N,5","+0083,5",27,0,"Mon",0
"1400",2011-02-28 07:00:00,92,"060,5,N,0031,5","+0061,5","014484,5,N,5","+0072,5",90,0,"Mon",0
"1401",2011-02-28 08:00:00,255,"050,5,N,0026,5","+0061,5","008047,5,N,5","+0072,5",242,0,"Mon",0
"1402",2011-02-28 09:00:00,140,"050,5,N,0015,5","+0067,5","006437,5,N,5","+0072,5",125,0,"Mon",0
"1403",2011-02-28 10:00:00,89,"050,5,N,0021,5","+0070,5","006437,5,N,5","+0070,5",76,0,"Mon",0
"1404",2011-02-28 11:00:00,87,"180,5,N,0021,5","+0072,5","008047,5,N,5","+0078,5",74,0,"Mon",0
"1405",2011-02-28 12:00:00,36,"200,5,N,0031,5","+0078,5","008047,5,N,5","+0083,5",36,0,"Mon",0
"1406",2011-02-28 13:00:00,31,"250,5,N,0021,5","+0080,5","009656,5,N,5","+0090,5",30,0,"Mon",0
"1407",2011-02-28 14:00:00,24,"210,5,N,0051,5","+0094,5","016093,5,N,5","+0117,5",24,0,"Mon",0
"1408",2011-02-28 15:00:00,31,"210,5,N,0093,5","+0117,5","016093,5,N,5","+0172,5",31,0,"Mon",0
"1409",2011-02-28 16:00:00,42,"200,5,N,0103,5","+0133,5","016093,5,N,5","+0211,5",40,0,"Mon",0
"1410",2011-02-28 17:00:00,79,"210,5,N,0098,5","+0130,5","016093,5,N,5","+0220,A",77,0,"Mon",0
"1411",2011-02-28 18:00:00,131,"310,5,N,0077,5","+0120,5","011265,5,N,5","+0190,5",127,0,"Mon",0
"1412",2011-02-28 19:00:00,78,"170,5,N,0041,5","+0130,5","009656,5,N,5","+0140,5",77,0,"Mon",0
"1413",2011-02-28 20:00:00,45,"180,5,N,0057,5","+0120,5","009656,5,N,5","+0120,5",45,0,"Mon",0
"1414",2011-02-28 21:00:00,80,"180,5,N,0036,5","+0120,5","008047,5,N,5","+0120,5",78,0,"Mon",0
"1415",2011-02-28 22:00:00,75,"170,5,N,0057,5","+0106,5","004023,5,N,5","+0106,5",71,0,"Mon",0
"1416",2011-02-28 23:00:00,44,"220,5,N,0021,5","+0130,5","008047,5,N,5","+0140,5",44,0,"Mon",0
"1417",2011-03-01 00:00:00,7,"230,5,N,0031,5","+0128,5","016093,5,N,5","+0133,5",7,0,"Tue",0
"1418",2011-03-01 01:00:00,3,"320,5,N,0082,5","+0120,5","016093,5,N,5","+0130,5",3,0,"Tue",0
"1419",2011-03-01 02:00:00,4,"320,5,N,0072,5","+0100,5","008047,5,N,5","+0110,5",4,0,"Tue",0
"1420",2011-03-01 03:00:00,2,"340,5,N,0077,5","+0067,5","016093,5,N,5","+0083,5",2,0,"Tue",0
"1421",2011-03-01 04:00:00,1,"320,5,N,0072,5","+0039,5","016093,5,N,5","+0072,5",1,0,"Tue",0
"1422",2011-03-01 05:00:00,2,"320,5,N,0088,5","+0006,5","016093,5,N,5","+0061,5",1,0,"Tue",0
"1423",2011-03-01 06:00:00,46,"330,5,N,0067,5","-0011,5","016093,5,N,5","+0044,5",46,0,"Tue",0
"1424",2011-03-01 07:00:00,107,"320,5,N,0072,5","-0028,5","016093,5,N,5","+0033,5",105,0,"Tue",0
"1425",2011-03-01 08:00:00,212,"320,5,N,0051,5","-0028,5","016093,5,N,5","+0022,5",202,0,"Tue",0
"1426",2011-03-01 09:00:00,123,"330,5,N,0046,5","-0033,5","016093,5,N,5","+0017,5",115,0,"Tue",0
"1427",2011-03-01 10:00:00,67,"340,5,N,0051,5","-0050,5","016093,5,N,5","+0011,5",54,0,"Tue",0
"1428",2011-03-01 11:00:00,55,"360,5,N,0057,5","-0061,5","016093,5,N,5","+0006,5",47,0,"Tue",0
"1429",2011-03-01 12:00:00,85,"360,5,N,0062,5","-0061,5","016093,5,N,5","+0006,5",79,0,"Tue",0
"1430",2011-03-01 13:00:00,78,"360,5,N,0072,5","-0061,5","016093,5,N,5","+0011,5",65,0,"Tue",0
"1431",2011-03-01 14:00:00,77,"020,5,N,0077,5","-0061,5","016093,5,N,5","+0022,5",59,0,"Tue",0
"1432",2011-03-01 15:00:00,63,"010,5,N,0051,5","-0061,5","016093,5,N,5","+0033,5",56,0,"Tue",0
"1433",2011-03-01 16:00:00,102,"320,5,N,0046,5","-0056,5","016093,5,N,5","+0050,5",92,0,"Tue",0
"1434",2011-03-01 17:00:00,240,"320,5,N,0026,5","-0067,5","016093,5,N,5","+0056,5",228,0,"Tue",0
"1435",2011-03-01 18:00:00,223,"999,9,C,0000,5","-0061,5","016093,5,N,5","+0067,5",213,0,"Tue",0
"1436",2011-03-01 19:00:00,119,"100,5,N,0026,5","-0067,5","016093,5,N,5","+0067,5",115,0,"Tue",0
"1437",2011-03-01 20:00:00,87,"999,9,C,0000,5","-0067,5","016093,5,N,5","+0078,5",85,0,"Tue",0
"1438",2011-03-01 21:00:00,61,"100,5,N,0015,5","-0067,5","016093,5,N,5","+0078,5",53,0,"Tue",0
"1439",2011-03-01 22:00:00,45,"140,5,N,0015,5","-0072,5","016093,5,N,5","+0078,5",42,0,"Tue",0
"1440",2011-03-01 23:00:00,25,"190,5,N,0036,5","-0056,5","016093,5,N,5","+0067,5",23,0,"Tue",0
"1441",2011-03-02 00:00:00,7,"180,5,N,0026,5","-0039,5","016093,5,N,5","+0061,5",4,0,"Wed",0
"1442",2011-03-02 01:00:00,4,"160,5,N,0015,5","-0011,5","016093,5,N,5","+0056,5",4,0,"Wed",0
"1443",2011-03-02 02:00:00,2,"999,9,C,0000,5","-0044,5","016093,5,N,5","+0039,5",2,0,"Wed",0
"1444",2011-03-02 03:00:00,4,"180,5,N,0021,5","-0033,5","016093,5,N,5","+0033,5",1,0,"Wed",0
"1445",2011-03-02 04:00:00,1,"190,5,N,0041,5","-0028,5","016093,5,N,5","+0028,5",0,0,"Wed",0
"1446",2011-03-02 05:00:00,5,"200,5,N,0031,5","-0033,5","016093,5,N,5","+0022,5",5,0,"Wed",0
"1447",2011-03-02 06:00:00,40,"200,5,N,0036,5","-0033,5","016093,5,N,5","+0022,5",39,0,"Wed",0
"1448",2011-03-02 07:00:00,109,"200,5,N,0036,5","-0033,5","016093,5,N,5","+0022,5",107,0,"Wed",0
"1449",2011-03-02 08:00:00,255,"200,5,N,0051,5","-0033,5","016093,5,N,5","+0022,5",242,0,"Wed",0
"1450",2011-03-02 09:00:00,147,"210,5,N,0026,5","-0028,5","016093,5,N,5","+0011,5",140,0,"Wed",0
"1451",2011-03-02 10:00:00,75,"200,5,N,0041,5","-0028,5","016093,5,N,5","+0022,5",64,0,"Wed",0
"1452",2011-03-02 11:00:00,72,"190,5,N,0046,5","-0056,5","016093,5,N,5","+0022,5",64,0,"Wed",0
"1453",2011-03-02 12:00:00,81,"200,5,N,0046,5","-0044,5","016093,5,N,5","+0017,5",61,0,"Wed",0
"1454",2011-03-02 13:00:00,125,"190,5,N,0051,5","-0033,5","016093,5,N,5","+0028,5",90,0,"Wed",0
"1455",2011-03-02 14:00:00,96,"200,5,N,0057,5","-0028,5","016093,5,N,5","+0050,5",75,0,"Wed",0
"1456",2011-03-02 15:00:00,109,"210,5,N,0051,5","-0028,5","016093,5,N,5","+0072,5",90,0,"Wed",0
"1457",2011-03-02 16:00:00,138,"170,5,N,0062,5","-0006,5","016093,5,N,5","+0078,5",111,0,"Wed",0
"1458",2011-03-02 17:00:00,265,"190,5,N,0036,5","-0011,5","016093,5,N,5","+0111,5",235,0,"Wed",0
"1459",2011-03-02 18:00:00,200,"170,5,N,0057,5","-0006,5","016093,5,N,5","+0122,5",192,0,"Wed",0
"1460",2011-03-02 19:00:00,147,"240,5,N,0051,5","-0040,5","016093,5,N,5","+0160,5",141,0,"Wed",0
"1461",2011-03-02 20:00:00,91,"290,5,N,0077,5","-0056,5","016093,5,N,5","+0178,5",82,0,"Wed",0
"1462",2011-03-02 21:00:00,70,"320,5,N,0062,5","-0056,5","016093,5,N,5","+0178,5",67,0,"Wed",0
"1463",2011-03-02 22:00:00,46,"310,5,N,0051,5","-0050,5","016093,5,N,5","+0161,5",42,0,"Wed",0
"1464",2011-03-02 23:00:00,20,"330,5,N,0093,5","-0067,5","016093,5,N,5","+0139,5",20,0,"Wed",0
"1465",2011-03-03 00:00:00,13,"340,5,N,0098,5","-0072,5","016093,5,N,5","+0111,5",10,0,"Thu",0
"1466",2011-03-03 01:00:00,1,"340,5,N,0077,5","-0083,5","016093,5,N,5","+0094,5",1,0,"Thu",0
"1467",2011-03-03 02:00:00,3,"350,5,N,0088,5","-0094,5","016093,5,N,5","+0078,5",2,0,"Thu",0
"1468",2011-03-03 03:00:00,1,"350,5,N,0103,5","-0117,5","016093,5,N,5","+0061,5",1,0,"Thu",0
"1469",2011-03-03 04:00:00,1,"340,5,N,0098,5","-0122,5","016093,5,N,5","+0044,5",1,0,"Thu",0
"1470",2011-03-03 05:00:00,8,"340,5,N,0088,5","-0133,5","016093,5,N,5","+0033,5",7,0,"Thu",0
"1471",2011-03-03 06:00:00,35,"350,5,N,0062,5","-0133,5","016093,5,N,5","+0017,5",34,0,"Thu",0
"1472",2011-03-03 07:00:00,108,"340,5,N,0088,5","-0156,5","016093,5,N,5","+0006,5",107,0,"Thu",0
"1473",2011-03-03 08:00:00,219,"350,5,N,0072,5","-0150,5","016093,5,N,5","-0006,5",215,0,"Thu",0
"1474",2011-03-03 09:00:00,143,"010,5,N,0093,5","-0161,5","016093,5,N,5","-0011,5",133,0,"Thu",0
"1475",2011-03-03 10:00:00,53,"350,5,N,0057,5","-0156,5","016093,5,N,5","-0022,5",46,0,"Thu",0
"1476",2011-03-03 11:00:00,50,"360,5,N,0057,5","-0156,5","016093,5,N,5","-0022,5",40,0,"Thu",0
"1477",2011-03-03 12:00:00,72,"020,5,N,0077,5","-0144,5","016093,5,N,5","-0028,5",65,0,"Thu",0
"1478",2011-03-03 13:00:00,79,"020,5,N,0057,5","-0139,5","016093,5,N,5","-0017,5",66,0,"Thu",0
"1479",2011-03-03 14:00:00,75,"030,5,N,0051,5","-0139,5","016093,5,N,5","-0011,5",57,0,"Thu",0
"1480",2011-03-03 15:00:00,66,"040,5,N,0036,5","-0156,5","016093,5,N,5","+0000,5",60,0,"Thu",0
"1481",2011-03-03 16:00:00,71,"050,5,N,0015,5","-0150,5","016093,5,N,5","+0006,5",65,0,"Thu",0
"1482",2011-03-03 17:00:00,198,"060,5,N,0026,5","-0156,5","016093,5,N,5","+0017,5",181,0,"Thu",0
"1483",2011-03-03 18:00:00,166,"260,5,N,0015,5","-0161,5","016093,5,N,5","+0022,5",160,0,"Thu",0
"1484",2011-03-03 19:00:00,104,"070,5,N,0021,5","-0167,5","016093,5,N,5","+0028,5",99,0,"Thu",0
"1485",2011-03-03 20:00:00,70,"999,9,C,0000,5","-0161,5","016093,5,N,5","+0033,5",69,0,"Thu",0
"1486",2011-03-03 21:00:00,50,"999,9,C,0000,5","-0150,5","016093,5,N,5","+0044,5",47,0,"Thu",0
"1487",2011-03-03 22:00:00,52,"999,9,C,0000,5","-0161,5","016093,5,N,5","+0039,5",49,0,"Thu",0
"1488",2011-03-03 23:00:00,22,"100,5,N,0062,5","-0106,5","016093,5,N,5","+0028,5",22,0,"Thu",0
"1489",2011-03-04 00:00:00,12,"120,5,N,0046,5","-0106,5","016093,5,N,5","+0011,5",12,0,"Fri",0
"1490",2011-03-04 01:00:00,4,"130,5,N,0015,5","-0111,5","016093,5,N,5","+0006,5",4,0,"Fri",0
"1491",2011-03-04 02:00:00,2,"170,5,N,0021,5","-0117,5","016093,5,N,5","+0000,5",2,0,"Fri",0
"1492",2011-03-04 03:00:00,1,"999,9,C,0000,5","-0111,5","016093,5,N,5","+0006,5",1,0,"Fri",0
"1493",2011-03-04 04:00:00,1,"160,5,N,0015,5","-0111,5","016093,5,N,5","+0000,5",0,0,"Fri",0
"1494",2011-03-04 05:00:00,7,"160,5,N,0036,5","-0067,5","016093,5,N,5","+0006,5",7,0,"Fri",0
"1495",2011-03-04 06:00:00,29,"160,5,N,0036,5","-0056,5","016093,5,N,5","+0000,5",28,0,"Fri",0
"1496",2011-03-04 07:00:00,80,"150,5,N,0046,5","-0044,5","016093,5,N,5","+0000,5",80,0,"Fri",0
"1497",2011-03-04 08:00:00,228,"180,5,N,0036,5","-0044,5","016093,5,N,5","+0000,5",222,0,"Fri",0
"1498",2011-03-04 09:00:00,149,"140,5,N,0036,5","-0044,5","016093,5,N,5","+0000,5",137,0,"Fri",0
"1499",2011-03-04 10:00:00,66,"150,5,N,0026,5","-0050,5","016093,5,N,5","-0006,5",56,0,"Fri",0
"1500",2011-03-04 11:00:00,89,"200,5,N,0015,5","-0050,5","016093,5,N,5","-0006,5",73,0,"Fri",0
"1501",2011-03-04 12:00:00,94,"130,5,N,0026,5","-0044,5","016093,5,N,5","-0006,5",84,0,"Fri",0
"1502",2011-03-04 13:00:00,87,"150,5,N,0026,5","-0044,5","016093,5,N,5","+0000,5",74,0,"Fri",0
"1503",2011-03-04 14:00:00,95,"170,5,N,0026,5","-0050,5","016093,5,N,5","+0017,5",65,0,"Fri",0
"1504",2011-03-04 15:00:00,105,"190,5,N,0046,5","-0044,5","016093,5,N,5","+0033,5",74,0,"Fri",0
"1505",2011-03-04 16:00:00,118,"190,5,N,0041,5","-0044,5","016093,5,N,5","+0050,5",101,0,"Fri",0
"1506",2011-03-04 17:00:00,227,"160,5,N,0031,5","-0050,5","016093,5,N,5","+0067,5",204,0,"Fri",0
"1507",2011-03-04 18:00:00,183,"190,5,N,0041,5","-0039,5","016093,5,N,5","+0083,5",168,0,"Fri",0
"1508",2011-03-04 19:00:00,104,"190,5,N,0051,5","-0044,5","016093,5,N,5","+0094,5",99,0,"Fri",0
"1509",2011-03-04 20:00:00,86,"180,5,N,0057,5","-0039,5","016093,5,N,5","+0094,5",77,0,"Fri",0
"1510",2011-03-04 21:00:00,68,"170,5,N,0036,5","-0017,5","016093,5,N,5","+0094,5",62,0,"Fri",0
"1511",2011-03-04 22:00:00,44,"130,5,N,0046,5","-0011,5","016093,5,N,5","+0089,5",40,0,"Fri",0
"1512",2011-03-04 23:00:00,45,"140,5,N,0057,5","-0011,5","016093,5,N,5","+0078,5",39,0,"Fri",0
"1513",2011-03-05 00:00:00,19,"140,5,N,0046,5","+0000,5","016093,5,N,5","+0067,5",15,0,"Sat",1
"1514",2011-03-05 01:00:00,25,"160,5,N,0036,5","+0006,5","016093,5,N,5","+0061,5",20,0,"Sat",1
"1515",2011-03-05 02:00:00,20,"150,5,N,0041,5","+0006,5","016093,5,N,5","+0061,5",15,0,"Sat",1
"1516",2011-03-05 03:00:00,2,"160,5,N,0036,5","+0011,5","016093,5,N,5","+0056,5",2,0,"Sat",1
"1517",2011-03-05 04:00:00,1,"180,5,N,0031,5","+0017,5","016093,5,N,5","+0056,5",1,0,"Sat",1
"1518",2011-03-05 05:00:00,3,"150,5,N,0021,5","+0022,5","016093,5,N,5","+0050,5",3,0,"Sat",1
"1519",2011-03-05 06:00:00,4,"180,5,N,0021,5","+0033,5","016093,5,N,5","+0056,5",3,0,"Sat",1
"1520",2011-03-05 07:00:00,15,"190,5,N,0036,5","+0044,5","016093,5,N,5","+0061,5",10,0,"Sat",1
